epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,copies_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive,distinct_tapes,distinct_labels
0,1.401,0.0,7.99992,8.000019,-9.9e-05,8.000019,8.002464,-0.002544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0,0,0,32768,
250,15.719,13.138,7.995924,7.92664,0.069284,7.970413,7.910854,0.085069,729.8919,0.517271,0.866326,99.3355,6.1055,0.076369,0.606358,0.317272,4096000,2989637270,128240,1854157,0,0,0,0,32768,
500,30.511,26.925,7.99178,7.909664,0.082116,7.961483,7.88221,0.109571,775.1762,0.529039,0.878306,116.8876,7.0126,0.082862,0.571228,0.34591,4096000,3175121630,127171,1853746,0,0,0,0,32768,
750,45.395,40.781,7.988257,7.895527,0.09273,7.958824,7.861767,0.12649,784.7645,0.539232,0.882282,128.0401,8.1715,0.084421,0.550833,0.364746,4096000,3214395561,128054,1854149,0,0,0,0,32768,
1000,60.076,54.564,7.985356,7.881248,0.104108,7.954117,7.843472,0.141885,784.5149,0.545364,0.884018,134.5218,10.3394,0.084602,0.536791,0.378607,4096000,3213373105,127693,1854007,0,0,0,0,32768,
1250,75.239,68.703,7.981736,7.869289,0.112447,7.949417,7.831196,0.150541,793.252,0.551097,0.88657,142.3756,11.051,0.085782,0.526968,0.38725,4096000,3249160097,128100,1854227,197,197,197,197,32768,
1500,90.929,83.059,7.979492,7.862061,0.117431,7.948826,7.822124,0.157367,790.4894,0.553285,0.887317,141.9981,10.8376,0.085544,0.518234,0.396221,4096000,3237844655,128518,1854291,197,208,197,208,32768,
1750,106.397,97.214,7.977072,7.859135,0.117937,7.948067,7.816437,0.160635,793.8726,0.552924,0.888911,138.8623,10.6609,0.086117,0.509824,0.404059,4096000,3251702072,127740,1855011,191,218,191,218,32768,
2000,121.504,111.131,7.974475,7.853607,0.120868,7.944424,7.809326,0.165149,794.4137,0.556503,0.889357,143.0136,10.2031,0.086205,0.507314,0.406482,4096000,3253918405,127491,1855251,180,222,180,222,32768,
2250,136.802,125.301,7.972909,7.846409,0.1265,7.941628,7.803822,0.169087,805.6467,0.561688,0.891003,153.5615,10.496,0.087599,0.507583,0.404817,4096000,3299929081,127612,1854918,188,235,188,235,32768,
2500,152.51,139.827,7.971242,7.848118,0.123125,7.94096,7.79948,0.171762,807.3286,0.562763,0.891703,160.4801,10.5715,0.087855,0.504739,0.407406,4096000,3306817840,127528,1855517,183,242,183,242,32768,
2750,167.915,154.067,7.969334,7.843681,0.125653,7.938629,7.793163,0.176171,804.7749,0.563627,0.891913,162.0798,11.1696,0.087559,0.500585,0.411856,4096000,3296358133,128056,1855439,177,248,177,248,32768,
3000,183.325,168.346,7.968103,7.839878,0.128225,7.934788,7.787216,0.180887,810.6847,0.569229,0.893023,163.3973,11.3611,0.088345,0.496964,0.414691,4096000,3320564671,127694,1855146,178,251,178,251,32768,
3250,198.429,182.534,7.966719,7.831131,0.135588,7.9282,7.778866,0.187853,809.0396,0.569311,0.893468,166.8355,11.6578,0.08817,0.490499,0.421332,4096000,3313826158,128273,1854017,185,253,185,253,32768,
3500,213.726,196.92,7.964943,7.831364,0.133579,7.931084,7.780399,0.184544,811.2063,0.571255,0.894136,168.427,11.4987,0.088525,0.488089,0.423386,4096000,3322700972,128241,1854965,183,253,183,253,32768,
3750,228.824,211.077,7.962218,7.819473,0.142745,7.923058,7.772518,0.1897,796.9836,0.572698,0.893219,167.1323,11.6425,0.086849,0.480592,0.432559,4096000,3264444663,128116,1853717,186,256,186,256,32768,
4000,244.346,225.296,7.960109,7.818153,0.141955,7.920162,7.766586,0.193523,798.8888,0.572758,0.894049,169.3124,11.5805,0.087174,0.475949,0.436877,4096000,3272248514,128047,1854227,188,256,188,256,32768,
4250,259.475,239.439,7.959432,7.812656,0.146776,7.916416,7.762405,0.197027,788.8187,0.574934,0.892886,165.9243,12.0464,0.085913,0.475229,0.438858,4096000,3231001198,127880,1853760,188,256,188,256,32768,
