rep,epoch,frac_bytes_a,frac_tapes_a,distinct_tapes,mean_steps,copies_per_run
0,0,0.5,0.5,2781,0.0,0.0
0,10,0.485317,0.485352,1545,8168.03,497.146
0,20,0.495657,0.495728,1415,8165.8,495.381
0,30,0.516497,0.516602,1344,8157.01,492.415
0,40,0.549147,0.54895,1246,8159.75,488.95
0,50,0.531685,0.531067,1238,8158.89,491.109
0,60,0.518457,0.517578,1292,8154.63,490.582
0,70,0.500744,0.500122,1317,8149.4,493.987
0,80,0.498114,0.497009,1268,8157.94,502.088
0,90,0.488279,0.487244,1187,8142.23,500.669
0,100,0.473919,0.472656,1249,8163.34,495.688
0,110,0.470316,0.468689,1208,8155.6,495.09
0,120,0.462307,0.46106,1228,8159.23,492.214
0,130,0.4368,0.435974,1211,8159.9,490.807
0,140,0.470417,0.469727,1159,8167.64,492.342
0,150,0.461905,0.460938,1229,8157.55,493.529
0,160,0.477512,0.476624,1243,8158.99,485.09
0,170,0.457857,0.457153,1185,8147.58,475.831
0,180,0.451502,0.450317,1156,8159.81,471.492
0,190,0.453302,0.452271,1128,8167.55,466.934
0,200,0.4265,0.425537,1145,8156.88,468.494
0,210,0.448059,0.447449,1136,8166.62,475.655
0,220,0.444277,0.443176,1239,8161.48,477.727
0,230,0.485071,0.483826,1212,8155.17,480.391
0,240,0.476196,0.474976,1185,8164.21,475.312
0,250,0.477764,0.476929,1207,8170.46,468.881
0,260,0.508343,0.507568,1275,8161.8,464.902
0,270,0.526398,0.525024,1301,8166.03,463.9
0,280,0.549208,0.548218,1322,8168.67,469.885
0,290,0.560022,0.558655,1346,8160.29,468.034
0,300,0.54044,0.538574,1239,8166.18,472.865
1,0,0.5,0.5,2875,0.0,0.0
1,10,0.486555,0.487488,1537,8163.41,497.584
1,20,0.535358,0.536316,1432,8161.8,500.28
1,30,0.533657,0.534302,1304,8167.7,496.672
1,40,0.562513,0.563599,1354,8153.4,496.196
1,50,0.585115,0.585999,1424,8161.74,493.542
1,60,0.573635,0.574707,1337,8158.83,493.576
1,70,0.537682,0.538452,1409,8149.01,499.206
1,80,0.510809,0.510864,1314,8155.61,493.178
1,90,0.535284,0.536194,1336,8161.12,493.435
