epoch,wall_s,sim_s,entropy_bits,zlib_bits,high_order_entropy,mean_steps,frac_copy_runs,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t
0,1.472,0.0,7.99992,8.002464,-0.002544,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0
200,7.967,5.522,7.996892,7.684402,0.31249,547.7597,0.501711,0.053278,0.608785,0.337937,3276800,1794898932,100681,1791809,0,0
400,14.511,10.909,7.989174,7.534752,0.454423,525.6067,0.490458,0.051651,0.609685,0.338664,3276800,1722308099,100462,1770839,0,0
600,21.14,16.304,7.976994,7.450806,0.526188,519.6539,0.484471,0.051436,0.602802,0.345762,3276800,1702801989,100643,1765043,0,0
800,27.748,21.686,7.962834,7.412663,0.550172,522.3615,0.481305,0.051994,0.597624,0.350382,3276800,1711674103,100794,1768232,0,0
1000,34.318,27.135,7.943803,7.369289,0.574513,521.232,0.484506,0.052017,0.592813,0.355171,3276800,1707972897,100545,1769894,261,261
1200,40.72,32.685,7.923653,7.337971,0.585683,518.718,0.49824,0.051616,0.601657,0.346727,3276800,1699735306,100332,1770885,269,271
1400,47.273,38.328,7.90257,7.324722,0.577848,512.7948,0.515292,0.050845,0.613174,0.335981,3276800,1680325925,100561,1776344,281,283
1600,54.07,43.94,7.87643,7.296036,0.580394,515.4486,0.534093,0.050999,0.632419,0.316582,3276800,1689021835,100365,1777110,286,289
1800,60.916,49.579,7.85,7.285362,0.564638,528.4881,0.556966,0.052314,0.655555,0.292132,3276800,1731749753,100726,1780264,290,294
2000,67.98,55.463,7.825625,7.279572,0.546053,553.6241,0.576342,0.055129,0.676704,0.268167,3276800,1814115494,100319,1784002,291,296
2200,75.266,61.678,7.802188,7.264984,0.537204,577.3376,0.605506,0.057695,0.705337,0.236968,3276800,1891819837,100188,1785158,300,305
2400,82.698,67.971,7.779721,7.271309,0.508412,589.1859,0.627652,0.058911,0.730155,0.210934,3276800,1930644469,101169,1790915,305,311
2600,90.211,74.433,7.760949,7.28141,0.479539,609.9111,0.662827,0.061107,0.753861,0.185032,3276800,1998556800,100936,1796676,309,320
2800,98.038,81.108,7.742131,7.288979,0.453153,613.5592,0.69634,0.061352,0.776687,0.161961,3276800,2010510882,100630,1800765,302,325
3000,105.777,87.913,7.716806,7.293533,0.423273,630.4514,0.721563,0.06327,0.793732,0.142998,3276800,2065863093,100795,1805351,302,329
3200,113.825,94.906,7.698558,7.283737,0.414821,639.4063,0.743341,0.06411,0.808479,0.127411,3276800,2095206483,100495,1805029,303,339
3400,121.731,101.935,7.676164,7.293076,0.383088,652.959,0.762695,0.065673,0.817453,0.116873,3276800,2139616109,100889,1810747,301,339
3600,129.93,109.224,7.664601,7.30019,0.364411,670.8166,0.779827,0.067841,0.822166,0.109993,3276800,2198131895,100350,1813660,296,344
