epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,copies_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive,distinct_tapes,distinct_labels
0,1.031,0.0,7.999912,8.000019,-0.000107,8.000019,8.002464,-0.002552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0,0,0,32768,
250,14.906,12.932,7.998686,8.000019,-0.001333,7.987595,7.958492,0.040194,685.6994,0.510701,0.859167,82.4007,5.6607,0.071088,0.58612,0.342792,4096000,2808624730,127869,1858314,0,0,0,0,32768,
500,29.111,26.154,7.997399,8.000019,-0.00262,7.983253,7.944374,0.053025,742.2422,0.51424,0.875467,96.0807,6.5469,0.078674,0.538893,0.382433,4096000,3040224219,128004,1857757,0,0,0,0,32768,
750,43.642,39.702,7.995976,7.939564,0.056412,7.978878,7.932861,0.063115,762.5597,0.519095,0.881674,103.7235,6.8776,0.081508,0.514336,0.404156,4096000,3123444357,128143,1857355,0,0,0,0,32767,
1000,58.346,53.44,7.99479,7.93536,0.05943,7.980618,7.927341,0.067449,767.0859,0.520654,0.884449,109.0269,7.081,0.082377,0.497326,0.420297,4096000,3141984000,127393,1857706,0,0,0,0,32768,
1250,73.26,67.133,7.993439,7.935024,0.058415,7.977249,7.922939,0.0705,787.9369,0.521716,0.889184,112.5874,8.6058,0.085109,0.482898,0.431992,4096000,3227389486,128152,1858063,121,121,121,121,32768,
1500,88.522,81.278,7.99261,7.93095,0.06166,7.975964,7.915665,0.076945,794.1534,0.520087,0.891564,115.1341,8.6474,0.086093,0.470086,0.44382,4096000,3252852502,127831,1857723,137,144,137,144,32768,
1750,103.693,95.483,7.991538,7.926785,0.064753,7.974239,7.911621,0.079917,805.4758,0.520072,0.893968,116.6561,8.5092,0.087601,0.462436,0.449964,4096000,3299228686,127982,1857668,138,156,138,156,32768,
2000,118.701,109.413,7.990851,7.929142,0.061709,7.977646,7.913082,0.077769,796.8758,0.519573,0.89373,116.8348,8.2536,0.086668,0.454735,0.458597,4096000,3264003326,127912,1858485,130,163,130,163,32768,
2250,133.693,123.43,7.989902,7.93037,0.059532,7.977703,7.912685,0.077216,792.6695,0.520867,0.893661,116.6312,8.0019,0.08612,0.450786,0.463093,4096000,3246774257,127907,1858758,129,177,129,177,32768,
