epoch,wall_s,sim_s,entropy_bits,zlib_bits,high_order_entropy,mean_steps,frac_copy_runs,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t
0,0.023,0.0,7.997125,8.003174,-0.006049,0.0,0.0,0.0,0.0,0.0,0,0,0,65536,0,0
50,0.237,0.186,7.992159,7.900513,0.091646,1355.1123,0.545625,0.126445,0.649199,0.224355,51200,69381751,811,65065,0,0
100,0.474,0.4,7.984471,7.792358,0.192113,1457.8892,0.580156,0.138027,0.618633,0.24334,51200,74643927,804,65004,0,0
150,0.686,0.588,7.980272,7.727661,0.252611,1500.9622,0.599648,0.141172,0.62416,0.234668,51200,76849267,765,65064,0,0
200,0.899,0.774,7.976197,7.660278,0.315919,1472.2059,0.600859,0.136465,0.622344,0.241191,51200,75376944,826,65110,0,0
250,1.105,0.955,7.968237,7.572021,0.396216,1442.6612,0.615781,0.13291,0.625566,0.241523,51200,73864253,784,65005,6,6
300,1.313,1.139,7.959983,7.500977,0.459007,1458.5589,0.605742,0.134844,0.623672,0.241484,51200,74678218,814,64831,6,7
350,1.515,1.317,7.95216,7.439453,0.512707,1413.2641,0.605957,0.131621,0.628027,0.240352,51200,72359121,797,64661,7,8
400,1.712,1.491,7.946974,7.381836,0.565138,1372.441,0.601387,0.126895,0.635293,0.237812,51200,70268981,795,64642,7,8
450,1.908,1.664,7.935564,7.354248,0.581316,1349.8793,0.595059,0.124824,0.64916,0.226016,51200,69113818,826,64643,9,10
500,2.103,1.835,7.927775,7.301147,0.626628,1338.0231,0.589043,0.124727,0.651387,0.223887,51200,68506782,775,64430,12,13
550,2.305,2.012,7.910426,7.263916,0.64651,1328.9894,0.584453,0.125938,0.646328,0.227734,51200,68044255,781,64316,13,14
600,2.502,2.186,7.897083,7.213379,0.683704,1302.747,0.575059,0.121875,0.651035,0.22709,51200,66700644,766,64231,13,14
650,2.696,2.356,7.878065,7.154297,0.723768,1289.5779,0.58582,0.122754,0.650762,0.226484,51200,66026390,781,63935,16,17
700,2.912,2.547,7.862585,7.114624,0.747961,1277.6533,0.584258,0.123535,0.647988,0.228477,51200,65415851,741,63807,19,21
750,3.103,2.714,7.847842,7.084473,0.763369,1249.3922,0.576855,0.120488,0.646406,0.233105,51200,63968880,776,63793,20,22
800,3.341,2.929,7.824556,7.044678,0.779878,1231.4486,0.572266,0.117852,0.657539,0.224609,51200,63050167,750,63760,20,23
850,3.541,3.105,7.793197,6.988159,0.805038,1213.2546,0.57416,0.114727,0.663066,0.222207,51200,62118634,800,63545,20,26
900,3.738,3.277,7.771429,6.956421,0.815008,1225.905,0.571855,0.117383,0.668926,0.213691,51200,62766336,788,63444,19,27
950,3.928,3.443,7.7467,6.917603,0.829097,1209.9174,0.580527,0.117266,0.672891,0.209844,51200,61947769,799,63292,18,28
1000,4.121,3.611,7.709613,6.869385,0.840228,1181.396,0.57543,0.119902,0.670508,0.20959,51200,60487474,871,63109,19,31
1050,4.307,3.773,7.656634,6.7854,0.871234,1137.2381,0.57252,0.114492,0.676562,0.208945,51200,58226592,790,62408,16,31
1100,4.491,3.931,7.581634,6.70105,0.880584,1088.7374,0.575879,0.105664,0.681855,0.21248,51200,55743353,820,61722,21,37
1150,4.672,4.087,7.505,6.590454,0.914546,1045.1858,0.575508,0.101016,0.689824,0.20916,51200,53513512,780,60373,22,39
1200,4.853,4.241,7.430419,6.513062,0.917358,1015.0228,0.57666,0.095781,0.696387,0.207832,51200,51969168,821,59860,28,46
1250,5.03,4.391,7.356769,6.426147,0.930621,1014.1862,0.574375,0.096973,0.695566,0.207461,51200,51926334,804,58968,33,52
1300,5.201,4.533,7.215732,6.285034,0.930698,909.7283,0.593008,0.085801,0.702734,0.211465,51200,46578088,774,57509,36,58
1350,5.37,4.672,7.097464,6.130737,0.966727,839.5605,0.600781,0.078848,0.712051,0.209102,51200,42985497,809,56475,55,76
1400,5.532,4.805,6.991177,5.984375,1.006802,807.9765,0.584727,0.074277,0.714512,0.211211,51200,41368397,772,55230,59,80
1450,5.693,4.934,6.910213,5.887817,1.022396,775.0666,0.606426,0.072656,0.721465,0.205879,51200,39683411,807,54596,61,88
1500,5.857,5.068,6.847296,5.785034,1.062262,793.1062,0.616855,0.073926,0.729453,0.196621,51200,40607035,802,53767,68,96
1550,6.023,5.2,6.685604,5.606689,1.078914,795.0504,0.632422,0.072383,0.741328,0.186289,51200,40706583,807,52101,71,104
1600,6.186,5.33,6.513782,5.448975,1.064808,753.8427,0.648477,0.066562,0.764766,0.168672,51200,38596744,794,50329,71,111
1650,6.357,5.456,6.325747,5.243408,1.082339,727.6683,0.646855,0.062578,0.776953,0.160469,51200,37256617,777,48769,98,144
1700,6.538,5.601,6.185088,5.115967,1.069121,706.4282,0.648633,0.059844,0.782383,0.157773,51200,36169122,777,47193,127,173
1750,6.716,5.744,6.040031,4.979248,1.060783,725.4335,0.659668,0.061387,0.784512,0.154102,51200,37142193,796,46169,128,181
1800,6.88,5.871,5.929511,4.89563,1.033881,763.4025,0.656445,0.066797,0.782266,0.150938,51200,39086209,832,45302,134,190
1850,7.046,5.998,5.817096,4.813477,1.00362,742.4796,0.649844,0.067637,0.781367,0.150996,51200,38014958,797,44553,131,193
1900,7.213,6.126,5.743528,4.69751,1.046018,780.0839,0.652754,0.073203,0.795781,0.131016,51200,39940296,795,44085,152,216
1950,7.38,6.253,5.613403,4.574585,1.038818,754.0819,0.651465,0.070176,0.801758,0.128066,51200,38608991,816,43297,154,226
2000,7.54,6.375,5.485424,4.477173,1.008251,707.6237,0.647383,0.063848,0.81,0.126152,51200,36230334,776,42165,167,238
2050,7.701,6.497,5.315456,4.318604,0.996852,689.9202,0.657227,0.061621,0.815859,0.12252,51200,35323916,748,41067,150,250
2100,7.86,6.616,5.190167,4.205688,0.984478,672.7772,0.662402,0.060605,0.827168,0.112227,51200,34446192,818,40289,142,260
2150,8.023,6.734,5.153288,4.164062,0.989225,634.6155,0.665742,0.056953,0.833164,0.109883,51200,32492315,735,39722,150,278
2200,8.177,6.849,5.090098,4.099121,0.990977,619.7758,0.658086,0.054238,0.830254,0.115508,51200,31732522,754,39031,153,281
2250,8.333,6.964,4.99287,3.988281,1.004589,592.2448,0.662246,0.051055,0.834648,0.114297,51200,30322935,776,38443,153,296
2300,8.485,7.075,4.883574,3.908325,0.975249,549.313,0.689277,0.046133,0.848652,0.105215,51200,28124826,782,37533,188,321
2350,8.651,7.186,4.727443,3.793579,0.933864,534.88,0.696973,0.044883,0.856074,0.099043,51200,27385858,771,36894,209,338
2400,8.828,7.321,4.62597,3.672363,0.953606,539.7816,0.714414,0.045195,0.858262,0.096543,51200,27636820,745,35275,204,347
2450,8.978,7.429,4.563432,3.603638,0.959794,532.8914,0.718008,0.044609,0.860527,0.094863,51200,27284038,764,34274,216,359
2500,9.127,7.535,4.430794,3.477905,0.952889,502.8308,0.722246,0.041055,0.868359,0.090586,51200,25744939,764,32024,215,362
2550,9.272,7.638,4.259233,3.339478,0.919755,478.9408,0.741387,0.037441,0.875898,0.08666,51200,24521770,799,30178,222,371
2600,9.416,7.738,4.072174,3.174927,0.897248,456.5551,0.738789,0.035176,0.886562,0.078262,51200,23375621,799,28567,242,388
2650,9.556,7.835,4.035361,3.083008,0.952354,416.4068,0.732266,0.030723,0.887617,0.08166,51200,21320029,837,28362,267,417
2700,9.693,7.929,3.87503,2.94812,0.92691,398.4586,0.72668,0.028555,0.896875,0.07457,51200,20401082,813,26789,265,422
2750,9.83,8.024,3.746871,2.839233,0.907638,398.0319,0.730059,0.029141,0.90082,0.070039,51200,20379235,747,25814,257,427
2800,9.966,8.115,3.7384,2.867798,0.870602,356.8664,0.734258,0.02541,0.909023,0.065566,51200,18271562,794,26720,264,434
2850,10.1,8.205,3.62746,2.77771,0.84975,345.9408,0.72791,0.024551,0.907617,0.067832,51200,17712168,749,25918,258,436
2900,10.234,8.294,3.514716,2.712036,0.80268,343.7889,0.726914,0.024609,0.910195,0.065195,51200,17601994,821,24661,263,437
2950,10.365,8.382,3.44988,2.686523,0.763357,308.3648,0.723789,0.020449,0.917246,0.062305,51200,15788279,835,24973,263,440
3000,10.496,8.467,3.425096,2.626831,0.798265,290.4106,0.736016,0.017832,0.922773,0.059395,51200,14869023,823,25068,268,443
