rep,epoch,frac_bytes_a,frac_tapes_a,distinct_tapes,mean_steps,copies_per_run
0,0,0.5,0.5,2009,0.0,0.0
0,10,0.490618,0.490356,1066,8109.06,966.964
0,20,0.499924,0.499634,914,8097.05,955.208
0,30,0.520184,0.52002,864,8084.39,947.389
0,40,0.546623,0.546021,804,8076.64,951.235
0,50,0.534721,0.533203,821,8068.29,946.268
0,60,0.531013,0.529053,818,8054.97,950.1
0,70,0.496342,0.494141,802,8079.48,962.424
0,80,0.502703,0.502197,774,8111.66,971.474
0,90,0.491213,0.491028,763,8116.4,976.376
0,100,0.478523,0.478638,728,8127.42,983.772
0,110,0.471252,0.470825,723,8142.41,1005.251
0,120,0.455538,0.454834,764,8133.92,1012.555
0,130,0.415712,0.414429,759,8142.84,998.894
0,140,0.43152,0.430664,723,8146.06,1005.238
0,150,0.425848,0.425537,765,8155.69,1017.978
0,160,0.439281,0.438965,735,8155.47,1022.501
0,170,0.412148,0.413452,715,8156.63,1015.351
0,180,0.392241,0.391602,733,8151.45,1014.456
0,190,0.366575,0.365356,719,8154.03,998.091
0,200,0.342579,0.34082,724,8142.75,970.376
0,210,0.359158,0.357666,700,8145.5,968.92
0,220,0.38386,0.383545,735,8149.31,985.034
0,230,0.410549,0.410767,712,8143.16,1002.147
0,240,0.417477,0.418213,713,8157.11,1006.95
0,250,0.432261,0.432983,696,8157.12,990.016
0,260,0.437666,0.438477,724,8150.14,981.655
0,270,0.460909,0.461304,696,8158.24,979.654
0,280,0.459377,0.460083,724,8162.22,993.453
0,290,0.449978,0.450195,743,8143.85,1000.329
0,300,0.483135,0.483032,727,8153.93,1014.358
1,0,0.5,0.5,2005,0.0,0.0
1,10,0.486462,0.485962,1035,8133.6,965.741
1,20,0.529305,0.52832,908,8139.98,976.554
1,30,0.516745,0.515625,816,8141.91,978.921
1,40,0.541105,0.539246,819,8137.36,981.738
1,50,0.564608,0.562439,803,8124.95,974.7
1,60,0.567854,0.567017,754,8128.17,971.794
1,70,0.532166,0.529785,753,8122.47,955.773
1,80,0.508101,0.506226,730,8130.41,969.403
1,90,0.504688,0.50293,765,8133.96,978.299
1,100,0.485146,0.482666,713,8153.53,972.91
1,110,0.45126,0.450684,729,8146.51,976.727
1,120,0.453508,0.452393,712,8142.27,1002.107
1,130,0.439337,0.437561,723,8129.43,1003.46
1,140,0.460102,0.45874,739,8142.92,991.884
1,150,0.474771,0.472656,734,8142.49,1012.216
1,160,0.459389,0.457397,685,8153.63,1015.414
1,170,0.450346,0.449768,654,8145.52,1013.551
1,180,0.467442,0.466919,662,8154.02,1006.601
1,190,0.483492,0.483032,717,8138.39,995.945
1,200,0.482712,0.480713,737,8149.67,988.903
1,210,0.480515,0.47876,718,8146.51,981.897
1,220,0.482481,0.482544,719,8152.68,973.682
1,230,0.460176,0.458496,758,8139.41,972.116
1,240,0.465565,0.463623,729,8137.27,968.867
1,250,0.461,0.459961,724,8138.65,964.973
1,260,0.442335,0.442505,710,8137.41,955.157
1,270,0.428139,0.426514,710,8138.65,964.729
1,280,0.415358,0.414551,731,8123.54,970.551
1,290,0.419794,0.422241,716,8138.91,967.782
1,300,0.45577,0.460327,718,8129.07,948.694
2,0,0.5,0.5,2032,0.0,0.0
2,10,0.482754,0.482178,1037,8116.26,958.308
2,20,0.485704,0.485168,874,8114.24,962.703
