epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,copies_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive,distinct_tapes,distinct_labels
5750,1.249,0.0,6.74104,0.516914,6.224126,0.883884,1.190151,5.550889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,34651,0,0,0,0,2899,251
6000,114.509,112.107,6.826099,0.513996,6.312103,0.893002,1.192402,5.633698,8134.1335,0.998919,0.994963,1949.9495,697.4022,0.991962,0.002303,0.005735,4096000,33317411018,127809,34551,0,0,0,0,2961,167
6250,227.508,223.992,6.914101,0.507542,6.406559,0.872528,1.221302,5.692799,8129.3767,0.998808,0.994799,1939.8944,710.1357,0.991244,0.002666,0.00609,4096000,33297927136,127813,34792,0,0,0,0,2922,118
6500,340.76,336.193,7.017159,0.510715,6.506443,0.890186,1.234116,5.783043,8136.6136,0.998972,0.994932,1942.8162,720.6078,0.992371,0.001752,0.005877,4096000,33327569419,127829,35875,0,0,0,0,2947,96
6750,454.127,448.419,7.10039,0.505405,6.594985,0.880505,1.221622,5.878767,8124.3388,0.99901,0.994908,1918.0778,718.0199,0.990198,0.002305,0.007497,4096000,33277291825,127320,34992,1123,1123,1123,1123,2977,77
7000,566.651,559.837,7.156612,0.496597,6.660015,0.86319,1.23671,5.919902,8135.9117,0.999035,0.995031,1905.0381,714.5078,0.992236,0.00182,0.005943,4096000,33324694503,128317,35369,1157,1579,1157,1579,2850,66
7250,679.09,671.21,7.14862,0.509224,6.639396,0.87888,1.260193,5.888427,8131.6416,0.999049,0.994911,1871.6472,691.3086,0.991417,0.0023,0.006283,4096000,33307203833,128004,35529,1216,2060,1216,2060,2898,57
7500,790.081,781.153,7.187427,0.501045,6.686382,0.878448,1.228977,5.95845,8131.1511,0.998985,0.994879,1884.0622,701.0482,0.991338,0.001587,0.007075,4096000,33305194702,127704,35527,1176,2529,1176,2529,2962,53
7750,901.791,891.748,7.200811,0.502495,6.698316,0.884266,1.256748,5.944063,8126.0504,0.999165,0.995089,1842.8328,692.7689,0.99035,0.00225,0.0074,4096000,33284302319,127606,34629,1210,2979,1210,2979,2902,49
8000,1013.893,1002.862,7.237165,0.508789,6.728376,0.894695,1.251404,5.985761,8134.2776,0.999189,0.995145,1812.8861,679.9751,0.991494,0.001658,0.006848,4096000,33318000860,128465,35224,1087,3348,1087,3348,2930,47
8250,1125.668,1113.647,7.281781,0.498543,6.783238,0.87381,1.203751,6.07803,8140.8791,0.999113,0.994964,1769.283,663.7726,0.992828,0.001201,0.005972,4096000,33345040655,127830,34293,1210,3860,1210,3860,2896,44
8500,1237.87,1224.729,7.313745,0.498966,6.814779,0.884583,1.20409,6.109655,8136.9235,0.999175,0.994982,1758.0441,661.9381,0.992176,0.001703,0.006121,4096000,33328838658,128150,33914,1140,4273,1140,4273,2855,35
8750,1349.956,1335.696,7.34714,0.501423,6.845717,0.882381,1.212585,6.134555,8139.0118,0.999244,0.99509,1739.4075,658.4596,0.992423,0.001773,0.005804,4096000,33337392394,127808,34088,1206,4739,1206,4739,2865,32
9000,1459.549,1444.235,7.380705,0.50663,6.874075,0.880001,1.228508,6.152197,8124.2669,0.99915,0.994806,1690.864,635.8658,0.990098,0.002714,0.007188,4096000,33276997024,127450,34604,1237,5182,1237,5182,2943,31
9250,1568.153,1551.857,7.424693,0.494717,6.929976,0.87521,1.265343,6.15935,8117.4898,0.999074,0.994855,1646.3554,601.6157,0.988983,0.004031,0.006986,4096000,33249238388,128060,35338,1245,5617,1245,5617,2878,29
9500,1676.475,1659.087,7.440112,0.502075,6.938037,0.886333,1.238293,6.20182,8131.078,0.999203,0.995114,1660.1836,614.6494,0.99099,0.002672,0.006338,4096000,33304895289,127901,34454,1204,6024,1204,6024,2826,28
9750,1785.307,1766.803,7.450109,0.492889,6.95722,0.878639,1.235687,6.214422,8132.5586,0.999128,0.994947,1684.5992,621.3886,0.991541,0.002469,0.00599,4096000,33310960090,128076,34588,1141,6421,1141,6421,2809,28
10000,1894.234,1874.676,7.449691,0.499306,6.950386,0.879601,1.254028,6.195663,8131.3524,0.998985,0.994833,1661.9393,604.8764,0.991282,0.002071,0.006647,4096000,33306019597,127548,35161,1180,6910,1180,6910,2832,28
10250,2003.088,1982.428,7.476457,0.495533,6.980924,0.877602,1.265099,6.211359,8132.7337,0.998944,0.994626,1658.3504,603.9059,0.991485,0.002148,0.006367,4096000,33311677388,128160,35251,1201,7337,1201,7337,2874,26
10500,2111.935,2090.209,7.505887,0.497341,7.008546,0.865417,1.203915,6.301973,8128.1105,0.998974,0.994778,1677.3349,620.3907,0.989712,0.003748,0.00654,4096000,33292740800,127669,33797,1205,7805,1205,7805,2819,25
10750,2220.733,2198.019,7.551235,0.50489,7.046344,0.884457,1.263889,6.287345,8130.8817,0.999008,0.994763,1661.8988,621.2431,0.991154,0.002803,0.006043,4096000,33304091416,127779,36398,1158,8253,1158,8253,3001,25
11000,2329.504,2305.91,7.568338,0.510395,7.057943,0.888584,1.284569,6.28377,8137.4243,0.999165,0.994664,1663.4081,637.4117,0.992345,0.001635,0.006019,4096000,33330889814,127936,36255,1216,8728,1216,8728,2961,25
11250,2438.744,2414.153,7.564188,0.505608,7.05858,0.893459,1.243221,6.320967,8131.0224,0.999213,0.99447,1617.2188,631.5841,0.991254,0.001985,0.006761,4096000,33304667806,128397,36323,1181,9168,1181,9168,2998,24
11500,2546.588,2521.125,7.562141,0.511051,7.051089,0.903,1.276764,6.285377,8117.8263,0.999177,0.994431,1600.7846,622.4455,0.989184,0.003238,0.007578,4096000,33250616467,128108,35859,1174,9584,1174,9584,2935,24
